,second_name,first_name,id,team,element_type,total_points,points_per_game,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,selected_by_percent,special,squad_number,status,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
709,Tomás Oliveira,Francisco Jorge,549,20,3,0,0.0,0.0,0.0,510363,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Stoke City,2023-07-24T10:00:19.445389Z,45,510363.jpg,0.0,False,,u,39,0,0,771,0,0.0,0.0,Chiquinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,753,306,748,306,737,302,756,307,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,462,276,680,265,756,309,757,304,0.0,0.0
710,Cundle,Luke,550,20,3,0,0.0,0.0,0.0,245923,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Plymouth Argyle,2023-08-09T08:37:41.375390Z,45,245923.jpg,0.0,False,,u,39,0,0,1979,1,0.0,0.0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,716,277,710,277,694,270,719,278,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,404,235,635,228,723,282,700,274,0.0,0.0
711,Ganchinho Guedes,Gonçalo Manuel,554,20,3,0,0.0,0.0,0.0,181284,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season-long loan to Benfica,2023-08-31T08:54:37.485544Z,54,181284.jpg,0.0,False,,u,39,1001,0,7755,4,0.0,0.0,Guedes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,824,357,824,357,822,357,824,357,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,118,71,807,348,823,357,578,209,0.0,0.0
712,Hodge,Joe,555,20,3,0,0.0,0.0,0.0,240299,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season-long loan to QPR,2024-02-04T18:56:12.134119Z,44,240299.jpg,0.0,False,,u,39,4147,0,10183,12,0.0,0.0,Hodge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,683,257,674,259,648,248,686,258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,556,317,589,206,695,265,531,183,0.0,0.0
713,Hee-chan,Hwang,557,20,3,105,4.8,0.0,0.0,184754,0,0,0,0,1,0.0,0.0,0,1.2,False,Hamstring injury - Expected back 13 Apr,2024-02-29T00:00:09.899901Z,55,184754.jpg,3.0,False,,i,39,2640074,48,2354577,18834,0.2,19.1,Hee Chan,1618,10,3,3,24,0,0,0,4,0,0,10,287,447.4,220.5,470.0,114.0,19,6.18,2.43,8.61,25.01,92,35,138,94,46,28,72,54,,,,,1.0,,0.34,0.0,0.14,0.48,1.39,1.33,102,62,233,112,20,16,110,34,1.06,0.17
714,Gomes da Silva,João Victor,559,20,3,61,2.5,100.0,100.0,448089,0,0,-1,1,1,0.0,4.8,2,4.8,False,,2024-03-02T19:00:09.676652Z,49,448089.jpg,0.2,False,,a,39,30952,339,22857,739,1.0,12.4,João Gomes,1812,2,2,4,30,0,0,0,6,0,0,3,273,352.8,249.0,125.0,72.7,22,1.13,1.21,2.34,33.25,149,67,120,85,199,109,166,85,,,,,,,0.06,0.0,0.06,0.12,1.65,1.49,263,168,38,24,225,94,369,115,1.09,0.2
715,Cavaco Jordão,Bruno,561,20,3,0,0.0,,,428610,0,0,-2,2,0,0.0,0.0,0,0.0,False,,,43,428610.jpg,0.2,False,,a,39,21037,90,27830,164,0.0,0.0,Jordão,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,665,247,654,249,627,237,668,248,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,636,350,559,193,676,255,351,110,0.0,0.0
716,Lemina,Mario,565,20,3,73,2.9,100.0,100.0,151086,0,0,-1,1,1,0.0,2.2,2,2.2,False,,2023-12-29T14:00:10.218358Z,49,151086.jpg,0.1,False,,a,39,39415,90,34641,394,0.4,14.9,Mario Jr.,2181,4,0,4,38,0,0,0,8,1,0,10,375,467.8,203.9,379.0,105.3,25,4.05,0.72,4.77,42.07,78,27,148,98,68,41,86,60,,,,,,,0.17,0.0,0.03,0.2,1.74,1.57,229,147,150,67,159,74,400,124,1.03,0.17
717,Lomba Neto,Pedro,567,20,3,85,4.5,75.0,100.0,247632,0,0,2,-2,1,0.0,2.5,1,2.5,False,Hamstring injury - 75% chance of playing,2024-03-09T19:30:09.842386Z,57,247632.jpg,4.2,False,,d,39,2041081,486,1636716,34815,0.4,14.9,Neto,1504,2,11,3,27,0,0,0,4,0,0,8,307,367.0,597.1,382.0,134.1,18,3.12,3.68,6.80,28.51,136,60,27,22,67,40,48,36,1.0,,3.0,,,,0.19,0.0,0.22,0.41,1.71,1.62,88,55,132,60,27,18,86,27,1.08,0.18
718,Castelo Podence,Daniel,568,20,3,0,0.0,0.0,0.0,200600,0,0,-2,2,0,0.0,0.0,0,0.0,False,On loan to Olympiakos,2023-09-06T09:27:43.215497Z,53,200600.jpg,0.0,False,,u,39,868,0,11778,6,0.0,0.0,Podence,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,822,355,822,355,820,355,822,355,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,142,88,802,344,821,355,558,198,0.0,0.0
719,Sarabia,Pablo,570,20,3,79,3.8,100.0,100.0,88484,0,0,-3,3,1,0.0,4.8,2,4.8,False,,2024-01-29T07:00:09.507660Z,47,88484.jpg,0.5,False,,a,39,111606,810,75263,3100,1.0,16.8,Sarabia,1268,3,6,6,16,0,0,0,1,0,0,6,294,377.4,626.1,299.0,130.5,15,3.70,4.08,7.78,22.34,130,55,22,17,88,52,51,39,1.0,,2.0,,3.0,,0.26,0.0,0.29,0.55,1.59,1.14,309,200,37,23,63,35,249,78,1.06,0.43
720,Traoré,Boubacar,574,20,3,15,1.1,100.0,100.0,476502,0,0,-2,2,0,0.0,0.5,0,0.5,False,,2024-01-03T01:00:12.997485Z,43,476502.jpg,0.3,False,,a,39,42418,65,66964,190,0.1,3.5,Boubacar Traore,392,0,0,0,12,0,0,0,1,0,0,0,67,48.4,57.2,10.0,11.7,3,0.07,0.24,0.31,10.47,422,183,333,174,429,212,422,191,,,,,,,0.02,0.0,0.06,0.08,2.4,2.76,642,355,300,145,425,192,290,94,0.69,0.0
721,González,Enso,698,20,3,0,0.0,,,593001,0,0,0,0,0,0.0,0.0,0,0.0,False,,,50,593001.jpg,0.0,False,,a,39,2106,18,2036,32,0.0,0.0,González,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,820,353,818,353,816,353,820,353,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,217,138,790,337,819,353,644,247,0.0,0.0
722,Bellegarde,Jean-Ricner,715,20,3,38,2.0,75.0,100.0,231057,0,0,-1,1,0,0.0,1.2,1,1.2,False,Knee injury - 75% chance of playing,2024-03-09T19:30:10.201096Z,49,231057.jpg,0.0,False,,d,39,7123,1,6207,99,0.2,7.8,Bellegarde,796,2,1,0,19,0,0,0,0,1,0,1,130,181.4,156.1,155.0,49.1,9,1.15,0.75,1.90,19.14,286,119,188,121,172,102,235,114,,,,,,,0.13,0.0,0.08,0.21,2.16,2.15,250,159,228,109,305,129,643,246,1.02,0.0
723,Whittingham,Matthew,749,20,3,0,0.0,,,483398,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,483398.jpg,0.0,False,,a,39,422,3,330,6,0.0,0.0,Whittingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,735,291,729,290,718,286,738,292,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,438,255,659,246,739,294,776,319,0.0,0.0
724,Chirewa,Tawanda,750,20,3,2,1.0,,,497606,0,0,-1,1,0,0.0,0.2,0,0.2,False,,,44,497606.jpg,0.0,False,,a,39,708,4,527,11,0.0,0.5,Chirewa,11,0,0,0,1,0,0,0,0,0,0,0,6,7.6,18.6,4.0,3.1,0,0.08,0.01,0.09,0.22,488,216,411,205,447,222,479,218,,,,,,,0.65,0.0,0.08,0.73,1.8,8.18,585,335,354,166,464,208,751,302,0.0,0.0
725,Hesketh,Owen,769,20,3,0,0.0,0.0,0.0,432712,0,0,0,0,0,0.0,0.0,0,0.0,False,On loan to Kidderminster Harriers until the end of the season,2024-01-08T09:35:58.050059Z,45,432712.jpg,0.0,False,,u,39,76,0,60,0,0.0,0.0,Hesketh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,719,279,713,279,698,272,722,280,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,409,237,639,230,725,283,829,358,0.0,0.0
726,Barnett,Ty,770,20,3,0,0.0,,,490095,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,490095.jpg,0.0,False,,a,39,572,6,351,8,0.0,0.0,Barnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,737,293,731,292,720,288,740,294,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,441,258,661,248,741,296,761,306,0.0,0.0
727,Griffiths,Harvey,787,20,3,0,0.0,,,449133,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,449133.jpg,0.0,False,,a,39,301,10,145,14,0.0,0.0,Griffiths,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,724,283,718,283,704,276,727,284,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,418,241,644,234,730,287,786,327,0.0,0.0
728,Lemina,Noha,800,20,3,0,0.0,,,550833,0,0,0,0,0,0.0,0.0,0,0.0,False,,,50,550833.jpg,0.0,False,,a,39,1125,40,709,70,0.0,0.0,N.Lemina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,819,352,817,352,815,352,819,352,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,215,136,789,336,818,352,729,291,0.0,0.0
729,Balogun,Folarin,1,1,4,0,0.0,0.0,0.0,232223,0,0,-1,1,0,0.0,0.0,0,0.0,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.2,False,,u,3,10024,0,63256,31,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,681,68,672,69,646,66,684,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,552,101,586,49,693,74,343,53,0.0,0.0
730,Fernando de Jesus,Gabriel,8,1,4,65,3.4,100.0,100.0,205651,0,0,-2,2,1,0.0,1.5,1,0.5,False,,2024-02-05T08:30:09.036230Z,78,205651.jpg,2.6,False,,a,3,1060410,846,1145138,3306,0.1,8.3,G.Jesus,1137,4,4,7,11,0,0,0,5,0,0,10,211,302.2,318.3,628.0,124.9,13,5.35,2.14,7.49,10.02,198,23,85,8,24,10,59,11,,,,,,,0.42,0.0,0.17,0.59,0.79,0.87,18,6,324,41,109,22,127,21,1.03,0.55
731,Nketiah,Eddie,13,1,4,68,2.8,100.0,100.0,205533,0,0,-4,4,1,0.0,1.5,0,0.5,False,,2023-11-09T08:30:08.250179Z,51,205533.jpg,3.4,False,,a,3,1579673,428,1676339,3422,0.1,13.3,Nketiah,1037,5,4,6,10,0,0,0,3,0,0,5,205,232.8,135.4,392.0,74.6,10,4.52,0.52,5.04,9.89,236,29,208,30,63,26,157,29,,,,,,,0.39,0.0,0.05,0.44,0.86,0.87,166,41,319,40,169,29,99,16,0.87,0.52
732,Davis,Keinan,39,2,4,0,0.0,0.0,0.0,221239,0,0,-1,1,0,0.0,0.0,0,0.0,False,Transferred to Udinese,2023-09-03T20:12:01.415986Z,49,221239.jpg,0.1,False,,u,7,4950,0,23392,9,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,806,101,801,101,797,101,806,101,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,247,53,763,89,805,101,404,63,0.0,0.0
733,Durán,Jhon,44,2,4,24,1.7,100.0,75.0,476344,0,0,0,0,0,0.5,0.0,0,0.0,False,,2024-01-25T17:30:08.815370Z,50,476344.jpg,0.1,False,,a,7,51208,116,51002,69,0.0,4.8,Duran,174,2,1,0,1,0,0,0,4,0,0,3,72,81.2,30.5,103.0,20.8,0,1.23,0.05,1.27,2.22,380,44,381,51,224,45,368,48,,,,,,,0.64,0.0,0.03,0.67,1.15,0.52,209,47,787,94,356,48,372,57,0.0,0.0
734,Watkins,Ollie,60,2,4,185,6.6,100.0,100.0,178301,0,0,10,-10,6,9.7,9.2,2,9.2,True,,2023-11-30T23:30:07.866054Z,90,178301.jpg,57.3,False,,a,7,7680029,57985,4357166,11426,1.0,20.6,Watkins,2479,16,15,6,41,0,0,0,4,0,0,24,621,851.6,489.7,1169.0,251.0,28,14.32,3.51,17.83,39.23,3,1,41,2,1,1,3,1,,,,,2.0,,0.52,0.0,0.13,0.65,1.42,1.49,7,3,2,1,5,2,3,2,1.02,0.22
735,Moraes Ferreira da Silva,Wesley,61,2,4,0,0.0,0.0,0.0,213345,0,0,0,0,0,0.0,0.0,0,0.0,False,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,50,213345.jpg,0.0,False,,u,7,0,0,792,1,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,816,102,814,102,812,102,816,102,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,196,46,784,93,815,102,756,107,0.0,0.0
736,Moore,Kieffer,76,3,4,14,1.8,0.0,0.0,128340,0,0,-4,4,0,0.0,0.0,0,0.0,False,Season-long loan to Ipswich Town,2024-02-04T18:58:33.142579Z,46,128340.jpg,0.2,False,,u,91,20322,0,52761,89,0.0,3.0,Moore,100,1,0,0,2,0,0,0,0,0,0,2,38,37.4,27.9,81.0,14.1,0,1.44,0.33,1.77,2.26,437,50,388,52,258,50,400,52,,,,,,,1.3,0.0,0.3,1.6,2.03,1.8,337,64,722,83,338,44,354,54,0.0,0.0
737,Semenyo,Antoine,82,3,4,71,3.0,100.0,100.0,437730,0,0,0,0,0,0.0,9.0,3,4.0,False,,2024-01-01T13:00:10.892809Z,45,437730.jpg,2.6,False,,a,91,862406,3458,710012,10434,0.9,15.8,Semenyo,1384,5,3,5,24,0,0,0,4,0,0,8,232,303.8,241.2,479.0,102.4,18,3.35,1.31,4.66,22.93,195,21,123,13,43,17,91,17,,,,,,,0.22,0.0,0.09,0.31,1.49,1.56,414,74,55,10,144,26,125,19,1.17,0.33
738,Solanke,Dominic,85,3,4,135,4.8,100.0,100.0,154566,0,0,7,-7,2,0.0,9.4,5,4.2,False,,2024-02-28T00:30:09.999722Z,72,154566.jpg,28.3,False,,a,91,5811948,18207,2856678,142713,0.6,18.8,Solanke,2460,15,3,6,49,0,0,1,2,0,0,15,426,675.6,333.6,1066.0,207.6,28,16.11,1.63,17.74,43.04,26,3,79,6,3,3,11,4,,,,,1.0,,0.59,0.0,0.06,0.65,1.57,1.79,26,10,52,9,22,3,10,3,1.02,0.22
739,Ünal,Enes,804,3,4,10,1.7,100.0,100.0,168636,0,0,0,0,0,0.0,4.6,6,1.8,False,,2024-02-28T00:30:11.115193Z,50,168636.jpg,0.0,False,,a,91,2640,200,1399,101,0.4,2.0,Enes Ünal,63,1,0,0,1,0,0,0,0,0,0,0,30,36.6,2.7,81.0,12.0,0,0.55,0.04,0.59,0.30,438,51,460,58,259,51,420,54,,,,,,,0.79,0.0,0.06,0.85,0.43,1.43,188,45,185,25,354,47,658,91,0.0,0.0
740,Dervişoğlu,Halil,100,4,4,0,0.0,0.0,0.0,434662,0,0,0,0,0,0.0,0.0,0,0.0,False,Transfer to Galatasaray on a permanent basis,2023-07-19T08:49:49.674290Z,45,434662.jpg,0.0,False,,u,94,0,0,850,1,0.0,0.0,Dervişoğlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,720,78,714,78,700,77,723,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,412,73,640,60,726,82,748,106,0.0,0.0
741,Toney,Ivan,117,4,4,39,4.3,100.0,100.0,144485,0,0,1,-1,0,3.1,1.6,2,2.6,False,,2023-07-05T16:30:03.752728Z,81,144485.jpg,11.6,False,,a,94,1623949,123545,769919,13443,0.3,4.8,Toney,810,4,1,1,21,0,0,0,2,0,0,4,130,220.6,122.5,280.0,62.0,9,3.13,0.75,3.88,17.15,243,32,230,34,96,33,199,34,,,1.0,,1.0,,0.35,0.0,0.08,0.43,1.91,2.33,13,4,124,19,36,9,36,8,1.0,0.11
742,Wissa,Yoane,119,4,4,83,3.5,100.0,100.0,216646,0,0,-4,4,2,4.1,2.6,5,3.6,False,,2023-12-30T22:30:09.405168Z,56,216646.jpg,5.5,False,,a,94,2117122,46365,2302602,2410,0.6,14.8,Wissa,1817,7,2,7,29,0,0,0,4,0,0,8,277,364.0,260.4,559.0,117.5,21,7.58,1.39,8.97,26.84,140,11,114,12,31,14,69,12,,,,,,,0.38,0.0,0.07,0.45,1.33,1.44,94,28,70,15,101,21,70,10,1.04,0.35
743,Maupay,Neal,258,4,4,72,2.9,100.0,100.0,115382,0,0,-1,1,0,2.7,1.2,1,2.2,False,,2023-09-22T16:30:08.030737Z,49,115382.jpg,1.4,False,,a,94,329239,3296,309364,2812,0.4,14.7,Maupay,1298,6,3,3,34,0,0,0,5,0,0,6,248,323.6,213.0,553.0,108.7,13,6.45,1.91,8.36,24.14,175,19,143,19,32,15,81,15,,,,,,,0.45,0.0,0.13,0.58,1.67,2.36,226,49,149,20,158,27,173,27,0.9,0.21
744,Connolly,Aaron,127,5,4,0,0.0,0.0,0.0,233425,0,0,0,0,0,0.0,0.0,0,0.0,False,Permanent move to Hull City,2023-08-04T09:39:43.029546Z,45,233425.jpg,0.0,False,,u,36,0,0,3933,7,0.0,0.0,Connolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,712,75,706,75,690,74,715,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,395,68,630,56,719,79,649,90,0.0,0.0
745,Ferguson,Evan,132,5,4,68,2.6,100.0,100.0,487117,-1,1,-3,3,1,0.0,1.5,1,1.5,False,,2024-02-28T00:00:09.859601Z,57,487117.jpg,4.3,False,,a,36,1372868,1196,1628998,5100,0.3,11.9,Ferguson,1349,6,1,2,28,0,0,0,1,0,0,5,215,274.0,106.7,393.0,77.2,15,4.49,0.77,5.26,21.94,215,25,253,36,62,25,145,26,,,,,,,0.3,0.0,0.05,0.35,1.46,1.87,90,26,214,28,209,37,83,12,1.0,0.13
746,Junqueira de Jesus,João Pedro,135,5,4,83,3.6,0.0,0.0,475168,0,0,-3,3,2,0.0,0.0,0,0.0,False,Hamstring injury - Expected back 31 Mar,2024-02-09T17:00:08.329252Z,52,475168.jpg,5.7,False,,i,36,2063631,149,3855171,7924,0.0,16.0,João Pedro,1385,8,2,3,25,0,0,0,2,0,0,11,322,485.2,330.1,644.0,146.0,12,8.65,2.95,11.60,23.45,69,8,81,7,20,8,36,8,,,,,1.0,,0.56,0.0,0.19,0.75,1.52,1.62,162,40,798,97,82,16,65,9,0.78,0.19
747,Undav,Deniz,149,5,4,0,0.0,0.0,0.0,450434,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Stuttgart,2023-08-04T09:40:56.708875Z,55,450434.jpg,0.0,False,,u,36,0,0,4486,3,0.0,0.0,Undav,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,828,105,828,105,827,105,828,105,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,109,32,813,102,827,105,669,92,0.0,0.0
748,Welbeck,Danny,154,5,4,52,2.7,100.0,100.0,50175,0,0,-3,3,0,0.0,2.2,1,2.2,False,,2023-10-21T17:30:07.549301Z,57,50175.jpg,1.0,False,,a,36,206470,641,340940,3939,0.4,9.1,Welbeck,1024,3,3,7,14,0,0,0,2,0,0,4,169,200.8,176.7,340.0,71.8,14,3.39,1.12,4.51,14.80,267,34,166,23,79,30,170,32,,,3.0,,3.0,,0.3,0.0,0.1,0.4,1.3,1.23,80,23,154,22,192,33,191,29,1.23,0.62
749,Zeqiri,Andi,155,5,4,0,0.0,0.0,0.0,204676,0,0,-1,1,0,0.0,0.0,0,0.0,False,Permanent transfer to Genk,2023-09-06T09:25:40.755182Z,44,204676.jpg,0.4,False,,u,36,25876,0,105540,104,0.0,0.0,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,677,67,668,68,642,65,680,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,540,100,580,48,689,73,262,41,0.0,0.0
750,O’Mahony,Mark,741,5,4,0,0.0,,,574402,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,574402.jpg,0.0,False,,a,36,5494,67,3972,78,0.0,0.0,O’Mahony,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,779,94,776,96,767,96,782,96,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,499,95,712,79,781,96,592,82,0.0,0.0
751,Foster,Lyle,168,6,4,52,3.7,0.0,0.0,435973,0,0,-3,3,0,0.0,0.0,0,0.0,False,Muscle injury - Unknown return date,2024-02-10T21:00:07.725808Z,47,435973.jpg,0.4,False,,i,90,277586,59,285679,372,0.0,11.1,Foster,1130,4,3,2,29,0,0,0,0,1,0,4,166,266.0,141.5,233.0,64.1,13,2.00,0.58,2.58,22.81,218,26,204,28,118,36,193,33,,,,,,,0.16,0.0,0.05,0.21,1.82,2.31,325,63,735,84,71,14,272,43,1.04,0.16
752,Obafemi,Michael,174,6,4,2,1.0,0.0,0.0,220598,0,0,-1,1,0,0.0,0.0,0,0.0,False,Joined Millwall until the end of the season,2024-01-29T08:15:40.420658Z,49,220598.jpg,0.0,False,,u,90,3475,0,6959,7,0.0,0.4,Obafemi,19,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.6,17.0,1.7,0,0.11,0.01,0.12,0.03,805,100,486,62,411,60,496,60,,,,,,,0.52,0.0,0.05,0.57,0.14,0.0,246,52,762,88,495,65,598,84,0.0,0.0
753,Rodriguez,Jay,177,6,4,36,2.2,,,44683,0,0,-2,2,0,0.3,0.3,0,0.8,False,,,53,44683.jpg,0.2,False,,a,90,54763,290,67688,231,0.2,6.8,Rodriguez,724,2,1,1,16,0,0,0,0,0,0,3,107,133.2,62.2,208.0,39.7,7,3.33,0.07,3.40,12.08,319,38,325,43,135,37,281,39,,,,,1.0,,0.41,0.0,0.01,0.42,1.5,1.99,127,36,279,34,281,40,329,51,0.87,0.12
754,Weghorst,Wout,183,6,4,0,0.0,0.0,0.0,120202,0,0,0,0,0,0.0,0.0,0,0.0,False,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,120202.jpg,0.0,False,,u,90,0,0,15013,4,0.0,0.0,Weghorst,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,825,103,825,103,823,103,825,103,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,97,29,809,99,824,103,557,76,0.0,0.0
755,Fofana,David Datro,200,6,4,32,4.6,100.0,100.0,520295,0,0,0,0,1,3.3,3.3,9,3.8,False,,2023-07-11T09:30:03.546600Z,50,520295.jpg,0.4,False,,a,90,46314,6303,20121,654,0.8,6.4,D.D.Fofana,508,3,1,0,15,0,0,0,1,0,0,6,91,156.2,53.9,161.0,36.9,5,2.37,0.11,2.48,11.40,308,36,338,47,170,42,290,40,,,,,,,0.42,0.0,0.02,0.44,2.02,2.66,213,48,63,13,24,5,268,42,0.89,0.0
756,Amdouni,Zeki,594,6,4,71,2.7,,,492831,0,0,-2,2,1,0.3,0.3,0,0.8,False,,,53,492831.jpg,0.3,False,,a,90,120953,1200,114620,568,0.2,13.4,Amdouni,1759,4,1,5,36,0,0,0,1,0,0,9,208,327.8,222.8,434.0,98.3,25,4.04,1.17,5.21,30.32,171,17,135,17,54,21,98,20,,,,,,,0.21,0.0,0.06,0.27,1.55,1.84,149,37,281,35,189,31,307,47,1.28,0.26
757,Aubameyang,Pierre-Emerick,188,7,4,0,0.0,0.0,0.0,54694,0,0,0,0,0,0.0,0.0,0,0.0,False,,2023-07-24T09:59:36.133419Z,65,54694.jpg,0.0,False,,u,8,0,0,2028,3,0.0,0.0,Aubameyang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,834,107,834,107,834,107,834,107,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44,16,826,105,833,107,646,89,0.0,0.0
758,Lukaku Bolingoli,Romelu,207,7,4,0,0.0,0.0,0.0,66749,0,0,-2,2,0,0.0,0.0,0,0.0,False,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,68,66749.jpg,0.3,False,,u,8,9006,0,61972,19,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,835,108,835,108,835,108,835,108,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34,14,829,106,834,108,314,48,0.0,0.0
759,Jackson,Nicolas,211,7,4,87,3.6,100.0,100.0,517052,0,0,-2,2,1,0.0,6.3,8,6.3,False,,2023-12-30T22:30:09.623540Z,68,517052.jpg,4.3,False,,a,8,1701933,6108,2804190,3244,0.9,12.8,N.Jackson,1815,9,3,5,32,0,0,0,9,0,0,7,277,496.4,289.5,727.0,150.6,20,12.25,2.31,14.56,30.84,65,7,99,11,12,6,32,7,,,,,3.0,,0.61,0.0,0.11,0.72,1.53,1.59,40,15,15,2,86,17,84,13,0.99,0.25
